Ticker,Date,Price,Open,High,Low,Vol,Change
BTC,4/7/2018,"6,905.70","6,624.50","7,071.90","6,616.10",177.10K,4.25%
BTC,4/6/2018,"6,624.30","6,783.70","6,859.70","6,523.40",174.90K,-2.33%
BTC,4/5/2018,"6,782.00","6,808.70","6,918.20","6,592.50",221.70K,-0.40%
BTC,4/4/2018,"6,808.90","7,423.80","7,432.90","6,726.90",239.51K,-8.29%
BTC,4/3/2018,"7,424.20","7,067.20","7,519.30","7,032.90",230.80K,5.03%
BTC,4/2/2018,"7,068.40","6,825.40","7,121.30","6,787.60",199.31K,3.56%
BTC,4/1/2018,"6,825.20","6,939.10","7,047.70","6,460.10",257.53K,-1.63%
BTC,3/31/2018,"6,938.20","6,856.50","7,221.50","6,804.90",245.30K,1.23%
BTC,3/30/2018,"6,853.70","7,132.40","7,288.10","6,603.80",417.31K,-3.86%
BTC,3/29/2018,"7,129.20","7,955.20","7,980.70","6,954.90",348.75K,-10.38%
BTC,3/28/2018,"7,954.90","7,803.00","8,110.40","7,754.50",167.36K,1.96%
BTC,3/27/2018,"7,801.70","8,146.50","8,218.30","7,760.60",223.10K,-4.20%
BTC,3/26/2018,"8,143.50","8,474.00","8,515.70","7,865.90",247.18K,-3.89%
BTC,3/25/2018,"8,473.20","8,549.10","8,679.00","8,392.20",149.52K,-0.87%
BTC,3/24/2018,"8,547.40","8,917.30","9,008.80","8,523.60",177.43K,-4.14%
BTC,3/23/2018,"8,916.80","8,725.30","8,917.00","8,305.60",210.11K,2.18%
BTC,3/22/2018,"8,726.20","8,903.70","9,096.20","8,499.10",223.01K,-2.02%
BTC,3/21/2018,"8,905.90","8,912.40","9,173.40","8,775.10",218.19K,-0.08%
BTC,3/20/2018,"8,912.60","8,614.10","9,039.60","8,326.80",253.44K,3.43%
BTC,3/19/2018,"8,616.80","8,200.90","8,698.30","8,127.70",316.96K,5.07%
BTC,3/18/2018,"8,201.20","7,873.20","8,283.60","7,323.30",348.02K,4.14%
BTC,3/17/2018,"7,874.90","8,198.00","8,344.80","7,760.20",208.05K,-5.00%
BTC,3/16/2018,"8,289.20","8,264.30","8,604.80","7,929.10",236.13K,0.30%
BTC,3/15/2018,"8,264.40","8,210.20","8,427.00","7,691.70",326.53K,0.66%
BTC,3/14/2018,"8,210.60","9,154.90","9,353.40","7,958.50",305.45K,-10.32%
BTC,3/13/2018,"9,154.90","9,138.70","9,482.00","8,875.10",239.46K,0.19%
BTC,3/12/2018,"9,137.40","9,535.80","9,892.20","8,804.10",257.91K,-4.12%
BTC,3/11/2018,"9,529.60","8,732.20","9,719.60","8,516.40",266.59K,8.76%
BTC,3/10/2018,"8,762.00","9,216.20","9,500.00","8,691.10",198.73K,-4.94%
BTC,3/9/2018,"9,217.00","9,301.90","9,420.50","8,351.00",371.46K,-0.89%
BTC,3/8/2018,"9,300.00","9,910.70","10,109.00","9,037.00",256.26K,-6.09%
BTC,3/7/2018,"9,902.90","10,779.00","10,899.00","9,422.10",284.54K,-7.23%
BTC,3/6/2018,"10,675.10","11,314.20","11,316.40","10,412.00",230.65K,-5.78%
BTC,3/5/2018,"11,330.60","11,415.70","11,506.90","11,281.20",162.11K,-0.75%
BTC,3/4/2018,"11,416.50","11,402.80","11,490.30","10,878.40",156.40K,0.12%
BTC,3/3/2018,"11,402.30","10,822.50","11,420.70","9,585.50",172.20K,5.31%
BTC,3/2/2018,"10,827.70","10,904.50","11,167.00","10,677.10",201.69K,-0.70%
BTC,3/1/2018,"10,904.50","10,335.10","11,047.80","10,248.70",188.77K,5.52%
BTC,2/28/2018,"10,333.90","10,584.40","11,070.70","10,303.40",215.22K,-2.46%
BTC,2/27/2018,"10,594.40","10,287.80","10,867.20","10,120.50",202.58K,3.01%
BTC,2/26/2018,"10,285.10","9,590.90","10,378.40","9,410.30",235.94K,7.30%
BTC,2/25/2018,"9,585.20","9,703.10","9,860.30","9,330.10",196.49K,-1.23%
BTC,2/24/2018,"9,704.30","10,163.80","10,506.10","9,394.50",239.16K,-4.58%
BTC,2/23/2018,"10,170.40","9,840.60","10,419.10","9,597.80",271.50K,3.34%
BTC,2/22/2018,"9,841.70","10,470.10","10,930.20","9,743.90",316.63K,-6.03%
BTC,2/21/2018,"10,473.00","11,240.90","11,289.70","10,252.20",327.14K,-6.81%
BTC,2/20/2018,"11,238.70","11,169.70","11,791.50","11,119.90",267.56K,0.62%
BTC,2/19/2018,"11,169.40","10,396.60","11,250.50","10,324.80",215.20K,7.41%
BTC,2/18/2018,"10,398.80","11,073.70","11,271.60","10,137.20",288.91K,-6.09%
BTC,2/17/2018,"11,073.50","10,177.30","11,095.90","10,070.90",224.76K,8.79%
BTC,2/16/2018,"10,178.70","10,031.30","10,294.30","9,707.70",206.44K,1.41%
BTC,2/15/2018,"10,037.30","9,475.60","10,206.80","9,348.50",291.28K,5.92%
BTC,2/14/2018,"9,476.30","8,542.60","9,500.00","8,541.60",246.88K,10.97%
BTC,2/13/2018,"8,539.20","8,906.20","8,942.70","8,378.00",195.87K,-4.09%
BTC,2/12/2018,"8,903.50","8,083.60","8,984.90","8,083.60",238.67K,10.17%
BTC,2/11/2018,"8,081.90","8,559.70","8,564.20","7,843.70",236.20K,-5.58%
BTC,2/10/2018,"8,559.60","8,697.30","9,066.60","8,172.20",263.53K,-1.61%
BTC,2/9/2018,"8,699.80","8,163.60","8,735.60","7,784.60",233.94K,6.56%
BTC,2/8/2018,"8,164.20","7,595.10","8,489.90","7,595.10",296.10K,7.50%
BTC,2/7/2018,"7,594.70","7,693.80","8,536.50","7,196.60",445.62K,-1.38%
BTC,2/6/2018,"7,701.20","6,939.30","7,896.20","5,996.60",886.88K,10.99%
BTC,2/5/2018,"6,938.50","8,220.80","8,383.20","6,651.90",593.89K,-15.61%
BTC,2/4/2018,"8,222.20","9,241.50","9,382.10","7,932.10",280.94K,-11.03%
BTC,2/3/2018,"9,241.10","8,894.40","9,506.90","8,249.30",248.71K,3.91%
BTC,2/2/2018,"8,893.20","9,179.80","9,201.40","7,915.80",519.40K,-3.14%
BTC,2/1/2018,"9,181.10","10,266.20","10,303.00","8,789.20",358.40K,-10.56%
BTC,1/31/2018,"10,265.40","10,166.30","10,397.70","9,742.20",208.47K,0.98%
BTC,1/30/2018,"10,166.00","11,244.50","11,277.20","9,917.70",264.72K,-9.59%
BTC,1/29/2018,"11,244.80","11,794.90","11,888.10","11,119.00",137.42K,-4.67%
BTC,1/28/2018,"11,795.10","11,471.20","12,112.70","11,433.30",154.63K,2.86%
BTC,1/27/2018,"11,467.50","11,118.00","11,621.70","10,908.40",163.49K,3.14%
BTC,1/26/2018,"11,118.10","11,203.10","11,655.30","10,389.40",253.91K,-0.76%
BTC,1/25/2018,"11,203.00","11,439.90","11,740.90","10,983.80",181.81K,-2.18%
BTC,1/24/2018,"11,452.30","10,899.40","11,549.50","10,584.50",136.06K,5.04%
BTC,1/23/2018,"10,903.20","10,869.00","11,438.00","10,056.60",188.37K,0.35%
BTC,1/22/2018,"10,864.80","11,597.50","11,970.90","10,136.80",201.73K,-6.30%
BTC,1/21/2018,"11,594.90","12,857.10","12,860.20","11,164.50",206.96K,-9.83%
BTC,1/20/2018,"12,858.90","11,579.20","13,082.20","11,567.30",143.90K,11.04%
BTC,1/19/2018,"11,580.20","11,229.60","11,973.20","10,901.50",170.74K,2.98%
BTC,1/18/2018,"11,245.40","11,202.00","12,004.70","10,660.20",242.45K,0.47%
BTC,1/17/2018,"11,192.30","11,357.70","11,769.60","9,271.30",361.80K,-1.49%
BTC,1/16/2018,"11,362.00","13,704.40","13,711.00","10,050.70",317.10K,-17.05%
BTC,1/15/2018,"13,697.50","13,695.50","14,396.60","13,475.40",73.27K,0.02%
BTC,1/14/2018,"13,695.20","14,291.90","14,446.10","13,094.70",85.12K,-4.18%
BTC,1/13/2018,"14,292.20","13,896.00","14,640.70","13,888.20",61.14K,2.92%
BTC,1/12/2018,"13,886.70","13,529.20","14,176.40","13,410.00",82.37K,2.60%
BTC,1/11/2018,"13,535.40","15,046.70","15,109.10","13,048.30",167.81K,-10.02%
BTC,1/10/2018,"15,043.00","14,778.50","15,045.40","13,613.10",87.07K,1.79%
BTC,1/9/2018,"14,778.50","14,976.20","15,324.60","14,613.40",71.40K,-1.32%
BTC,1/8/2018,"14,976.20","16,228.30","16,302.90","13,902.30",142.45K,-7.71%
BTC,1/7/2018,"16,228.20","17,174.50","17,184.80","15,791.10",79.01K,-5.50%
BTC,1/6/2018,"17,172.30","16,954.80","17,252.80","16,286.60",83.93K,1.28%
BTC,1/5/2018,"16,954.80","15,180.10","17,126.90","14,832.40",141.96K,11.69%
BTC,1/4/2018,"15,180.10","15,156.50","15,408.70","14,244.70",110.97K,0.15%
BTC,1/3/2018,"15,156.60","14,754.10","15,435.00","14,579.70",106.54K,2.73%
BTC,1/2/2018,"14,754.10","13,444.90","15,306.10","12,934.20",137.73K,9.74%
BTC,1/1/2018,"13,444.90","13,850.50","13,921.50","12,877.70",78.43K,-2.93%
BTC,12/31/2017,"13,850.40","12,532.40","14,241.80","12,359.40",111.27K,10.52%
BTC,12/30/2017,"12,531.50","14,392.10","14,461.50","11,962.10",182.07K,-12.93%
BTC,12/29/2017,"14,392.60","14,398.50","15,109.80","13,951.10",118.88K,-0.04%
BTC,12/28/2017,"14,398.70","15,416.30","15,505.50","13,466.10",170.37K,-6.60%
BTC,12/27/2017,"15,416.60","15,757.00","16,514.60","14,534.70",138.71K,-2.16%
BTC,12/26/2017,"15,756.60","13,830.20","16,094.70","13,748.50",143.14K,13.90%
BTC,12/25/2017,"13,833.50","13,790.00","14,467.40","13,010.70",107.48K,0.32%
BTC,12/24/2017,"13,790.00","14,396.60","14,413.70","12,166.50",182.42K,-4.21%
BTC,12/23/2017,"14,396.50","13,665.00","15,493.20","13,356.10",170.17K,5.35%
BTC,12/22/2017,"13,665.00","15,632.10","15,823.70","10,875.70",466.98K,-12.58%
BTC,12/21/2017,"15,632.10","16,461.10","17,301.80","14,953.00",163.74K,-5.04%
BTC,12/20/2017,"16,462.00","17,521.70","17,813.60","15,642.70",227.68K,-6.06%
BTC,12/19/2017,"17,523.70","18,971.20","19,022.00","16,812.80",174.54K,-7.64%
BTC,12/18/2017,"18,972.30","19,065.70","19,221.10","18,114.40",139.25K,-0.49%
BTC,12/17/2017,"19,065.70","19,346.60","19,870.60","18,750.90",117.41K,-1.45%
BTC,12/16/2017,"19,345.50","17,594.10","19,587.70","17,318.50",112.17K,9.89%
BTC,12/15/2017,"17,604.80","16,467.90","17,987.00","16,442.20",153.65K,6.90%
BTC,12/14/2017,"16,467.90","16,286.80","16,941.10","16,023.60",107.92K,1.11%
BTC,12/13/2017,"16,286.80","17,083.90","17,268.00","15,669.90",155.41K,-4.67%
BTC,12/12/2017,"17,083.90","16,733.30","17,560.70","16,254.50",132.85K,2.10%
BTC,12/11/2017,"16,732.50","15,060.50","17,399.20","15,024.60",159.73K,11.11%
BTC,12/10/2017,"15,059.60","14,840.00","15,783.20","13,031.00",201.62K,1.46%
BTC,12/9/2017,"14,843.40","16,048.20","16,313.20","13,151.50",181.98K,-7.50%
BTC,12/8/2017,"16,047.60","16,868.00","17,294.80","13,906.10",286.76K,-4.76%
BTC,12/7/2017,"16,850.30","13,750.10","16,879.30","13,401.60",297.11K,22.55%
BTC,12/6/2017,"13,749.60","11,667.10","13,843.20","11,661.80",191.58K,17.85%
BTC,12/5/2017,"11,667.10","11,624.40","11,901.90","11,486.10",89.69K,0.37%
BTC,12/4/2017,"11,623.90","11,244.20","11,624.60","10,917.80",93.17K,3.36%
BTC,12/3/2017,"11,246.20","10,912.70","11,851.10","10,578.40",122.13K,3.06%
